date,transaction_type,description,amount,balance,category
2024-12-21,DEBIT ORDER,STEAM CPT 069623,-1932.79,294650.42,entertainment
2024-12-21,DEBIT ORDER,VODACOM ONLINE 809286,-98.72,1330739.54,utilities
2024-12-21,ONLINE PAYMENT,NANDOS STORE 26266756,-1054.88,662730.55,restaurants
2024-12-22,POS,BANK INTEREST,10367.18,3161845.31,income
2024-12-22,DEBIT ORDER,MCDONALDS 91016090 ZA,-904.74,1556402.86,restaurants
2024-12-22,POS,MCDONALDS *6897625,-772.91,1717874.64,restaurants
2024-12-22,CARD PURCHASE,MAKRO CPT 46909,-1997.82,2324504.01,shopping
2024-12-22,ONLINE PAYMENT,AMAZON *28993,-1635.07,913647.23,shopping
2024-12-22,DEBIT ORDER,CITY OF CAPE TOWN STORE 75086858,-755.93,692671.5,utilities
2024-12-22,CARD PURCHASE,FREELANCE CLIENT,6371.09,3139210.81,income
2024-12-23,POS,TELKOM 6908123 ZA,-1827.41,760869.21,utilities
2024-12-23,ATM WITHDRAWAL,CHECKERS CPT 39907603,-1782.26,3337013.18,groceries
2024-12-23,POS,TELKOM *5461672,-1528.83,382631.2,utilities
2024-12-23,CARD PURCHASE,BOLT STORE 26819,-1767.29,1955188.65,transport
2024-12-24,DEBIT ORDER,BANK INTEREST,29767.11,3150953.89,income
2024-12-24,CARD PURCHASE,SPAR CPT 0418,-763.86,749166.96,groceries
2024-12-24,ONLINE PAYMENT,STEERS 69634 ZA,-63.44,50122.54,restaurants
2024-12-24,ONLINE PAYMENT,SALARY ACME LTD,10540.16,3130041.4,income
2024-12-24,ATM WITHDRAWAL,SALARY ACME LTD,18679.47,2840652.17,income
2024-12-24,ATM WITHDRAWAL,WOOLWORTHS STORE 696133,-756.45,1797235.22,groceries
2024-12-24,POS,UBER *8421055,-1335.8,3137277.39,transport
2024-12-25,CARD PURCHASE,STEERS CPT 19347,-110.64,278127.66,restaurants
2024-12-25,ONLINE PAYMENT,BP 66907939 ZA,-1932.24,1394781.45,transport
2024-12-25,CARD PURCHASE,NETFLIX ONLINE 6154,-106.84,1536507.73,entertainment
2024-12-26,POS,FREELANCE CLIENT,22256.0,106422.59,income
2024-12-26,POS,MTN CPT 9506877,-729.05,1816877.01,utilities
2024-12-26,DEBIT ORDER,STEAM 5221 ZA,-444.85,47952.51,entertainment
2024-12-26,ATM WITHDRAWAL,STEAM *4415,-1196.81,1659973.73,entertainment
2024-12-26,DEBIT ORDER,SPAR *49526741,-380.2,3577890.09,groceries
2024-12-27,EFT,UBER *69849,-152.88,3595207.9,transport
2024-12-27,ONLINE PAYMENT,CHECKERS *90591,-1848.63,2824445.12,groceries
2024-12-27,DEBIT ORDER,STEERS ONLINE 94416257,-1350.0,1283288.85,restaurants
2024-12-27,EFT,PICK N PAY 22853 ZA,-1591.43,1607743.98,groceries
2024-12-27,ATM WITHDRAWAL,NETFLIX *47839192,-952.36,1744919.12,entertainment
2024-12-27,POS,PICK N PAY ONLINE 8892980,-1274.05,1547184.69,groceries
2024-12-28,EFT,WOOLWORTHS 11235424 ZA,-519.43,3410683.32,groceries
2024-12-28,ONLINE PAYMENT,NETFLIX 927066 ZA,-878.26,3457123.46,entertainment
2024-12-28,ONLINE PAYMENT,SALARY ACME LTD,9813.07,3378164.35,income
2024-12-29,POS,STEERS *20397,-858.87,691812.63,restaurants
2024-12-29,ONLINE PAYMENT,CHECKERS 7787215 ZA,-725.96,2087017.1,groceries
2024-12-29,CARD PURCHASE,SPAR 80524809 ZA,-564.01,2731617.65,groceries
2024-12-30,EFT,FREELANCE CLIENT,26921.42,2327523.43,income
2024-12-30,CARD PURCHASE,KFC 2459 ZA,-1919.67,1684165.35,restaurants
2024-12-30,EFT,WOOLWORTHS 9697 ZA,-1394.22,2955227.24,groceries
2024-12-31,ONLINE PAYMENT,BANK INTEREST,11125.63,2848864.59,income
2024-12-31,EFT,NANDOS STORE 7554,-1532.15,1818696.05,restaurants
2024-12-31,POS,TAKEALOT STORE 2774,-340.93,829518.54,shopping
2024-12-31,EFT,SPAR *9605336,-1606.34,3309523.76,groceries
